"Inspection date";"ID Code";"Status";"Errors";"Warnings";"Duration (s)";"Review (s)";"Smema (s)";"Operator";"Review status";"Review operator";"Squeegee direction";"Batch";"Lot";"Iteration";"Error type";"Variant";
2025-10-25 02:44:42;E20251025T024512;Warn;0;8;70.2;0.0;13.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:42:46;2002626643;Warn;0;11;31.6;0.0;77.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:40:52;2002626644;Good;0;0;36.0;0.0;71.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:39:54;2002626626;Good;0;0;35.2;0.0;17.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:38:28;2002626618;Warn;0;14;34.2;0.0;44.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:37:33;2002626619;Warn;0;8;29.7;0.0;19.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:36:54;2002626620;Warn;0;16;31.5;0.0;0.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:32:37;2002626621;Good;0;0;31.5;0.0;218.3;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:31:41;2002626622;Warn;0;20;30.7;0.0;18.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:31:00;2002626623;Good;0;0;34.1;0.0;0.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:30:18;2002626624;Good;0;0;34.1;0.0;0.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:29:35;2002626625;Good;0;0;35.2;0.0;0.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:26:45;2002626939;Good;0;0;29.7;0.0;133.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:24:48;2002626940;Good;0;0;31.6;0.0;79.1;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:23:48;2002626941;Good;0;0;28.9;0.0;23.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:22:51;2002626942;Warn;0;1;35.0;0.0;15.4;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:21:39;2002626943;Warn;0;12;35.8;0.0;29.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:20:40;2002626944;Good;0;0;34.1;0.0;18.2;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:19:40;2002626945;Warn;0;1;28.8;0.0;23.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:18:43;2002626946;Warn;0;5;35.1;0.0;15.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:17:46;2002626947;Warn;0;3;29.7;0.0;21.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:16:49;2002626948;Warn;0;3;30.6;0.0;19.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:15:50;2002626949;Good;0;0;28.9;0.0;22.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:14:52;2002626950;Good;0;0;28.0;0.0;23.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:13:55;2002626951;Good;0;0;29.8;0.0;20.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:11:35;2002626952;Warn;0;1;32.3;0.0;100.3;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:09:43;2002626953;Good;0;0;30.8;0.0;74.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:08:42;2002626954;Good;0;0;28.1;0.0;27.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:07:39;2002626955;Good;0;0;29.7;0.0;25.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:06:37;2002626956;Warn;0;5;28.0;0.0;27.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:05:21;2002626957;Warn;0;10;29.7;0.0;39.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:04:18;2002626958;Warn;0;2;36.1;0.0;19.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:03:16;2002626959;Good;0;0;33.3;0.0;22.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 02:01:31;2002626960;Good;0;0;35.9;0.0;61.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:59:14;2002626961;Warn;0;2;28.0;0.0;102.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:58:00;E20251025T015837;Good;0;0;52.5;0.0;15.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:56:47;2002626963;Good;0;0;37.0;0.0;29.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:55:33;2002626964;Warn;0;2;36.0;0.0;31.9;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:54:18;2002626965;Warn;0;25;30.6;0.0;37.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:53:04;2002626966;Good;0;0;28.9;0.0;38.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:51:47;2002626967;Good;0;0;32.5;0.0;37.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:50:32;2002626968;Good;0;0;34.2;0.0;33.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:49:17;2002626843;Good;0;0;35.2;0.0;32.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:48:01;2002626844;Good;0;0;29.9;0.0;39.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:46:47;2002626845;Warn;0;4;34.2;0.0;32.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:45:31;2002626846;Good;0;0;35.0;0.0;33.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:44:16;2002626847;Good;0;0;28.8;0.0;39.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:43:02;2002626848;Good;0;0;31.5;0.0;36.1;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:41:46;2002626824;Warn;0;20;31.5;0.0;37.2;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:40:07;2002626825;Warn;0;1;32.4;0.0;59.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:39:14;2002626826;Good;0;0;32.4;0.0;14.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:37:23;2002626827;Good;0;0;29.7;0.0;73.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:36:08;2002626828;Good;0;0;31.6;0.0;37.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:34:53;2002626829;Good;0;0;31.5;0.0;36.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:33:38;2002626830;Good;0;0;37.1;0.0;31.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:32:23;2002626831;Warn;0;3;35.9;0.0;32.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:31:19;2002626832;Warn;0;28;32.3;0.0;24.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:30:44;2002626833;Warn;0;3;28.0;0.0;0.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:30:05;2002626834;Warn;0;31;31.5;0.0;0.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:29:11;2002626835;NoGood;1;25;35.1;12.2;1.0;install;Pass;install;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:28:27;2002626836;Warn;0;30;36.9;0.0;0.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:18:33;2002626837;Good;0;0;36.9;0.0;549.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:17:29;2002626838;Warn;0;9;37.0;0.0;20.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:16:32;2002626839;Good;0;0;33.2;0.0;17.1;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:15:04;2002626840;Good;0;0;35.1;0.0;46.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:14:01;2002626841;Good;0;0;34.1;0.0;21.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:12:59;2002626842;Good;0;0;34.1;0.0;21.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:11:56;2002626864;Good;0;0;30.7;0.0;25.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:10:53;2002626865;Good;0;0;30.6;0.0;25.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:09:51;2002626866;Good;0;0;36.8;0.0;19.1;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:08:54;2002626867;Good;0;0;34.1;0.0;15.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:08:10;2002626868;Warn;0;2;37.0;0.0;19.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:07:13;2002626869;Warn;0;1;30.5;0.0;0.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:06:36;2002626870;Good;0;0;28.8;0.0;16.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:05:40;2002626871;Good;0;0;32.4;0.0;0.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:05:03;2002626872;Good;0;0;29.7;0.0;17.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:04:05;2002626873;Good;0;0;33.2;0.0;0.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:03:30;2002626874;Good;0;0;27.9;0.0;26.2;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:02:29;2002626875;Warn;0;8;28.0;0.0;0.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 01:01:53;2002626876;Good;0;0;28.0;0.0;319.4;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:55:50;2002626877;Warn;0;17;36.9;0.0;0.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:55:12;2002626855;Good;0;0;30.6;0.0;1.6;install;-;-;REAR_TO_FRONT;wo2126565;;2;PE_NO_INFO;;
2025-10-25 00:54:36;2002626878;Good;0;0;27.9;0.0;0.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:53:58;2002626853;Warn;0;1;30.4;0.0;0.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:53:22;2002626854;Good;0;0;28.9;0.0;0.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:52:05;2002626855;NoGood;1;0;33.3;36.5;677.3;install;NoGood operator;install;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:39:27;2002626856;Good;0;0;32.3;0.0;43.2;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:37:25;2002626857;Good;0;0;32.4;0.0;82.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:36:20;2002626858;Warn;0;15;28.8;0.0;29.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:35:16;2002626849;Good;0;0;31.5;0.0;25.1;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:34:13;2002626850;Good;0;0;31.4;0.0;25.2;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:30:45;2002626851;Good;0;0;28.0;0.0;172.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:29:17;2002626852;Warn;0;1;29.8;0.0;51.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:28:13;2002626859;Good;0;0;28.0;0.0;29.2;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:27:12;2002626860;Good;0;0;31.5;0.0;23.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:26:05;2002626861;Good;0;0;30.8;0.0;28.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:25:02;2002626862;Warn;0;18;28.8;0.0;28.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:23:59;2002626863;Warn;0;1;31.4;0.0;24.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:22:08;2002626903;Warn;0;3;28.9;0.0;75.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:21:05;2002626904;Warn;0;3;34.1;0.0;21.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:20:06;2002626905;Good;0;0;31.5;0.0;20.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:19:24;2002626906;Warn;0;5;35.1;0.0;0.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:18:48;2002626907;Good;0;0;28.0;0.0;0.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:18:09;2002626908;Good;0;0;31.5;0.0;0.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:17:34;2002626898;Warn;0;1;27.9;0.0;0.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:13:19;2002626899;Good;0;0;28.0;0.0;219.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:12:17;E20251025T001251;Good;0;0;52.5;0.0;4.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:11:14;2002626901;Good;0;0;37.1;0.0;18.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:10:11;2002626902;Good;0;0;37.0;0.0;19.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:08:53;2002626880;Warn;0;24;34.2;0.0;37.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:07:32;2002626881;Good;0;0;33.2;0.0;41.2;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:06:31;2002626882;Warn;0;3;36.9;0.0;17.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:05:25;2002626883;Good;0;0;36.9;0.0;21.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:04:06;2002626884;Warn;0;6;32.3;0.0;39.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:03:05;2002626885;Good;0;0;33.3;0.0;21.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:01:23;2002626886;Warn;0;3;33.6;0.0;61.3;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-25 00:00:20;2002626887;Warn;0;26;31.5;0.0;25.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:59:14;2002626888;Good;0;0;30.6;0.0;28.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:57:50;2002626889;Good;0;0;33.4;0.0;44.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:56:48;2002626890;Good;0;0;36.0;0.0;19.2;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:55:47;2002626891;Warn;0;23;33.3;0.0;21.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:53:56;2002626892;NoGood;1;25;29.8;53.8;21.6;install;Pass;install;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:51:12;2002626893;Warn;0;9;36.0;0.0;120.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:50:06;2002626894;Warn;0;20;32.4;0.0;27.2;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:46:41;2002626895;NoGood;7;21;30.6;24.3;144.5;install;Pass;install;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:45:26;2002626896;Good;0;0;34.0;0.0;34.3;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:44:09;2002626897;Good;0;0;32.5;0.0;38.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:42:52;2002626879;Warn;0;3;34.2;0.0;35.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:41:37;E20251024T234205;Good;0;0;45.9;0.0;24.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:40:21;2002626777;Good;0;0;28.9;0.0;39.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:39:06;2002626778;Good;0;0;30.6;0.0;38.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:37:50;2002626779;Good;0;0;29.8;0.0;39.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:36:35;2002626780;Warn;0;1;36.7;0.0;31.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:35:21;2002626781;Good;0;0;30.6;0.0;36.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:34:03;2002626782;Warn;0;1;30.6;0.0;39.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:32:53;2002626783;Good;0;0;32.5;0.0;30.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:31:17;2002626784;NoGood;1;1;31.6;5.8;53.5;install;Pass;install;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:29:26;2002626785;Good;0;0;35.2;0.0;69.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:28:09;2002626786;Good;0;0;34.1;0.0;36.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:26:53;2002626787;Good;0;0;36.2;0.0;32.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:25:37;2002626788;Good;0;0;29.7;0.0;39.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:24:24;2002626789;Warn;0;1;30.6;0.0;35.9;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:23:07;2002626790;Good;0;0;29.7;0.0;40.3;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:21:14;2002626791;Good;0;0;29.7;0.0;77.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:20:00;2002626792;Good;0;0;29.7;0.0;37.0;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:19:12;2002626793;Good;0;0;31.5;0.0;9.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:17:34;E20251024T231806;Warn;0;1;91.7;0.0;0.8;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:16:23;2002626765;Good;0;0;33.2;0.0;31.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:15:11;2002626766;Good;0;0;27.9;0.0;37.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:13:59;2002626767;Good;0;0;31.5;0.0;33.3;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:12:47;2002626768;Good;0;0;29.7;0.0;35.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:11:36;E20251024T231209;Good;0;0;40.4;0.0;24.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:10:27;2002626770;Warn;0;2;31.6;0.0;31.2;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:08:22;2002626771;Good;0;0;36.1;0.0;82.4;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:07:23;2002626772;Warn;0;1;36.9;0.0;14.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:05:47;2002626773;Good;0;0;34.1;0.0;56.1;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:04:45;2002626774;Warn;0;2;33.3;0.0;22.1;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:03:46;2002626775;Good;0;0;28.8;0.0;23.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:02:59;2002626753;Good;0;0;31.5;0.0;8.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:02:22;2002626754;Good;0;0;29.6;0.0;0.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:01:42;2002626755;Warn;0;1;33.1;0.0;0.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:01:06;2002626756;Good;0;0;28.0;0.0;0.7;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 23:00:24;2002626757;Warn;0;1;35.1;0.0;0.7;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:59:48;2002626758;Good;0;0;28.0;0.0;0.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:58:42;E20251024T225912;NoGood;1;1;48.5;11.4;0.8;install;Pass;install;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:57:57;E20251024T225829;Good;0;0;38.2;0.0;1.0;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:57:20;2002626759;Good;0;0;29.5;0.0;0.6;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:56:41;E20251024T225712;Good;0;0;32.9;0.0;0.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:54:50;2002626761;NoGood;1;0;32.3;72.4;0.8;install;NoGood operator;install;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:52:15;2002626762;NoGood;1;0;35.0;113.7;0.8;install;NoGood operator;install;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:50:10;E20251024T225043;Good;0;0;62.7;0.0;56.9;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:48:54;2002626751;Good;0;0;28.8;0.0;40.6;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:46:56;E20251024T224724;Warn;0;2;74.6;0.0;37.4;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:45:06;E20251024T224536;Good;0;0;45.7;0.0;58.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:42:21;2002626749;NoGood;1;0;29.9;8.9;120.8;install;Pass;install;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:41:21;E20251024T224149;Good;0;0;44.6;0.0;9.5;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:40:07;2002626807;NoGood;1;30;31.5;36.6;0.8;install;Pass;install;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:38:25;E20251024T223901;NoGood;27;15;50.1;7.1;39.2;install;Pass;install;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:37:26;2002626809;Good;0;0;28.8;0.0;23.5;install;-;-;FRONT_TO_REAR;wo2126565;;1;PE_NO_INFO;;
2025-10-24 22:36:02;E20251024T223632;Good;0;0;77.6;0.0;0.8;install;-;-;REAR_TO_FRONT;wo2126565;;1;PE_NO_INFO;;
